id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
861861971513923638,Moda Lux Studio near American Airlines Center - D,483533116,Paul,,District 6,32.79237671815014,-96.81651066029742,Entire home/apt,116,1,33,2024-07-22,1.99,38,365,32,
861891078065080326,Moda Lux 1BR near American Airlines Center - B,483533116,Paul,,District 6,32.7943,-96.81491,Entire home/apt,124,1,68,2024-08-03,4.14,38,364,54,
861895782761648637,Moda Lux 1BR near American Airlines Center - C,483533116,Paul,,District 6,32.79261,-96.81698,Entire home/apt,130,1,51,2024-08-02,3.10,38,364,37,
861898844850538916,Moda Lux 1BR near American Airlines Center - E,483533116,Paul,,District 6,32.7929615987773,-96.81664792647659,Entire home/apt,111,1,42,2024-08-15,2.57,38,363,24,
861902529484108221,Moda Lux 1BR near American Airlines Center - F,483533116,Paul,,District 6,32.79289020039651,-96.81453437209157,Entire home/apt,127,1,47,2024-08-01,2.88,38,363,43,
862405927286954390,"West Village/ Dallas, Prime Location, Top Floor",315872315,Cort,,District 14,32.80818435728471,-96.79907924673145,Entire home/apt,175,1,90,2024-08-05,5.58,4,51,63,
862434998761369892,Newly renovated Dallas home!,508576604,PJ Global,,District 2,32.81509714994439,-96.85559755903338,Entire home/apt,108,2,65,2024-07-26,3.92,1,178,37,
862644160864028973,cozy and spacious apartment,508620698,Maya,,District 10,32.86960014418893,-96.73466248761251,Entire home/apt,80,1,2,2023-05-13,0.12,1,364,0,
862865522129389919,Stay,2530124,Ebbie,,District 2,32.821966458635565,-96.84106549493696,Entire home/apt,190,180,8,2023-07-30,0.50,1,180,0,
862928533945150846,Luxury Dallas Home | Game Room | Fire Pit,422507567,Nancy,,District 14,32.8215666,-96.7825112,Entire home/apt,397,2,17,2024-04-10,1.10,2,240,14,
863194580677783243,M34 - 5400sqft of Luxury can Sleep 20,435498255,Leslie,,District 2,32.801893289864815,-96.78511830185242,Entire home/apt,1079,1,1,2023-12-08,0.12,19,344,1,
863272368187024005,2 bedroom 2 bathroom condominium,23932319,Omar,,District 14,32.84829175823959,-96.76551962755319,Entire home/apt,108,29,2,2024-08-04,0.13,2,323,1,
864377765927402185,White Rock Lake Triplex,52691500,Mario,,District 9,32.85956,-96.67773,Entire home/apt,150,2,1,2024-06-27,0.58,3,75,1,
864400416686446593,Spacious and morden-1bed 1 bath @bishopart,452920080,Silicon,,District 1,32.74871066797979,-96.8503592201841,Entire home/apt,85,2,51,2024-06-23,3.12,1,112,38,
864501030829690930,King's Court @ MedCenter Dallas | UTSW | Lovefield,339857476,Andela,,District 2,32.82615,-96.85128,Entire home/apt,155,1,3,2023-10-15,0.19,13,296,2,
864778478255052859,1 Bed Apt Near Everything,114702110,Jess,,District 4,32.742387543909594,-96.78901557127975,Entire home/apt,120,2,2,2024-04-08,0.20,2,338,2,
865172998546129256,The Everly @ MedCenter | Lovefield | UTSW | Dallas,339857476,Andela,,District 2,32.82810605317549,-96.85053075254724,Entire home/apt,150,1,0,,,13,319,0,
865202327608310265,Gleaming Lower Greenville,308850424,Libby,,District 14,32.812137962139815,-96.76721532416023,Entire home/apt,756,30,4,2023-11-26,0.25,9,365,2,
865298781520934989,Fully Equipped 1BR w/ King Bed.,270145910,Bright,,District 11,32.93934417716126,-96.81042548916813,Entire home/apt,68,1,33,2024-06-05,2.05,1,360,23,
865449429784032797,Private Room downtown Dallas,469311339,Chanh,,District 6,32.78425252238324,-96.87228487033053,Private room,48,1,2,2023-08-31,0.16,15,364,1,
866026001017051923,Lavish Getaway in Central Dallas by Deity Villas,435488432,Paul,,District 4,32.73914787758902,-96.8037153866624,Entire home/apt,189,1,24,2024-07-28,1.53,2,186,13,
866180840193295712,Home away from Home,249888666,Amarion,,District 8,32.65960208053855,-96.88541628420354,Entire home/apt,102,3,0,,,1,86,0,
866621966824337063,Spacious Unit w/ Kitchen! Sports & BBQ Facilities!,501999514,RoomPicks,,District 10,32.91702,-96.74262,Hotel room,999,1,1,2024-07-09,0.73,59,364,1,
866622814238959950,Shopping Spree at The Galleria Dallas! W/ Parking!,501999514,RoomPicks,,District 10,32.917162415881606,-96.74408034229393,Hotel room,,1,1,2024-05-19,0.33,59,0,1,
866623778495494057,FIDO-friendly Suite w/ Full Kitchen! Sports Court!,501999514,RoomPicks,,District 10,32.91890544744137,-96.74242925233719,Hotel room,,1,4,2024-04-21,0.28,59,0,3,
866893229760266060,"Yes,",503507831,Yosheka,,District 11,32.90162119506437,-96.77953168124382,Entire home/apt,833,83,0,,,1,358,0,
867439548439933338,12 Bed home 8 Mins from Downtown,225666734,Luxe Lofts,,District 6,32.7835146,-96.87711739999999,Entire home/apt,613,1,11,2023-10-29,0.67,1,363,3,
867463637964006885,Downtown Modern Oasis | Huge Backyard,63977644,Destiny,,District 6,32.78897535977698,-96.8450430649285,Entire home/apt,336,2,22,2024-07-22,1.37,4,163,19,
867973132899620054,Private Room In Newly Renovated Home,76229649,Remy,,District 1,32.74412418520271,-96.86040201931503,Private room,35,31,0,,,1,119,0,
868080535770124540,Red door Cottage,101979292,Jenny,,District 2,32.83692077679204,-96.86229984321456,Private room,113,2,4,2023-09-25,0.31,1,89,1,
868261345134679384,Contemporary Residence in Dallas by Deity Villas,435488432,Paul,,District 4,32.737901118400046,-96.80116832374982,Entire home/apt,159,1,3,2024-06-24,0.24,2,186,2,
868388555830486123,Turret House | Knox-Henderson | SMU,410291824,Alex & Dania,,District 14,32.81876,-96.78312,Entire home/apt,573,30,3,2023-05-29,0.19,13,364,0,
868413012645950934,"2BR High-Rise w/Pool by AAC, DTX",120814573,Nicholas,,District 2,32.7897464840226,-96.81022781252005,Entire home/apt,280,30,0,,,2,363,0,
868757615154351059,Barsala | Spacious Townhouse Close to Everything,503273607,Barsala Dallas,,District 2,32.8063341115747,-96.8222704459087,Entire home/apt,300,2,22,2024-08-11,1.45,1,42,18,
868765096142180108,2 Car Garage Home in Oak Lawn 2Bedrooms 2.5Baths,509457331,Skyrun Dallas,,District 14,32.8174813,-96.8088849,Entire home/apt,,28,7,2024-03-30,0.48,23,26,2,
868978178026546355,CozySuites | TWO Classy Apartments,372592509,CozySuites Dallas,,District 14,32.7831781,-96.800619,Entire home/apt,266,2,2,2023-10-10,0.13,48,16,1,
869145538416332870,Modern exclusive Oasis,15751176,Avi,,District 13,32.875747,-96.7597083,Entire home/apt,81,21,0,,,6,364,0,
869195879750723448,Modern Downtown Home + Skyline Fireplace Views,257704044,Eddie,,District 2,32.769064002920686,-96.79302146593771,Entire home/apt,204,1,19,2024-07-11,1.20,6,341,11,
869634814354551754,"Modern luxury, paradise",395748661,Abraham,,District 13,32.87671393545876,-96.75920257760909,Entire home/apt,79,21,5,2024-04-29,0.51,5,364,5,
869680946841418097,Private Uptown Home - 3B/2B Bungalow in Dallas DFW,308929607,Adriana,,District 2,32.80358351876441,-96.78223637322158,Entire home/apt,229,1,12,2024-06-23,0.75,15,81,9,
870966292970907542,Dallas Room w/ Pool & Hot Tub,12931456,Allan,,District 1,32.76614841412021,-96.83591594919562,Private room,52,1,152,2024-08-16,11.07,1,282,147,
871097793727063859,Modern Queen Private Room w/ TV In Oak Cliff,31628738,Sally,,District 1,32.72645046797625,-96.83787406899835,Private room,41,2,17,2024-06-03,1.06,13,364,15,
871166047247310482,Cozy KatyTrail/SMU/Knox Henderson/HP Condo,189433970,Anthony,,District 14,32.819374199188985,-96.79507655049325,Entire home/apt,199,2,17,2024-06-01,1.09,1,172,15,
871332543038089232,Glam Paradise 5BRs DWTN Dallas,347685252,Vartan,,District 6,32.7808088,-96.85049029999999,Entire home/apt,315,2,20,2024-07-12,1.41,2,317,16,
871669583849013320,Cozy Private apt near SMU and shopping center,509474445,Avira,,District 9,32.856120146329914,-96.74681561440049,Entire home/apt,76,3,6,2024-06-29,0.41,8,226,4,
871671266696030976,Brightly @ Med Center 1BDDallas,339857476,Andela,,District 2,32.82799,-96.849,Entire home/apt,155,1,4,2024-02-24,0.25,13,296,2,
871676564322318939,Cozy whole Apt in Dallas Perfect location washer\D,509474445,Avira,,District 10,32.872505766728764,-96.73535722107844,Entire home/apt,79,3,5,2024-04-01,0.35,8,258,4,
871682902851513898,*12 Min from Downtown Dallas*,346060613,Chelsea,,District 3,32.707458947886096,-96.89211853684645,Entire home/apt,89,2,5,2023-05-28,0.31,1,87,0,
871806244362508429,Direct Access to Park-Lake-Pool,395823,Keith,,District 9,32.86043073913127,-96.71133175846185,Entire home/apt,598,2,23,2024-08-04,1.43,8,361,16,
872050469047828310,Peaceful Queen Private Room w/ TV In Oak Cliff,31628738,Sally,,District 1,32.72634040644804,-96.83931383473447,Private room,45,2,14,2024-07-28,0.87,13,365,10,
872055883996568569,"Large Queen Suite w/ Private Bathroom and 40"" TV",31628738,Sally,,District 1,32.72790773454178,-96.83759209291772,Private room,55,2,5,2023-10-25,0.31,13,359,4,
872059922753756872,Peaceful and Modern Stay Near Bishop Arts District,31628738,Sally,,District 1,32.72823,-96.83947,Entire home/apt,68,2,18,2024-06-01,1.13,13,295,13,
872327599457737589,Private Oasis 3BR King Bed BBQ Foosball Culdesac,50163819,Steve,,District 12,33.0035443,-96.84871030000001,Entire home/apt,238,3,62,2024-08-13,3.85,1,98,45,
872379088820701893,1mile to SMU! 2min Walk to Restaurants!,85191538,Mac,,District 9,32.83589,-96.75039,Entire home/apt,196,1,84,2024-08-03,5.24,10,61,54,
872440104072862199,Dallas Modern Natural Light Minimalism,95439068,Daniel,,District 2,32.80961155505697,-96.77998088272432,Entire home/apt,695,31,0,,,1,358,0,
872604923721518699,Adorable Cozy Getaway,436972240,SetroGlobal,,District 2,32.81819034282662,-96.82007356699286,Entire home/apt,120,30,14,2023-10-22,0.90,2,260,4,
872612456443635805,"Lovely, Historic, Central - Med Dist, Uptown, DAL",9124824,Kevin,,District 14,32.81212580897828,-96.80773019024484,Entire home/apt,17,30,5,2024-06-21,0.32,15,351,3,
872719574700901299,Quaint spacious home with a big backyard,33079865,Mark,,District 4,32.72345089188673,-96.80025246298985,Entire home/apt,103,1,8,2024-07-27,0.54,1,348,2,
873070179847354720,Luxury Home near Dos Equis AAC and Downtown Dallas,440702827,Elizabeth,,District 7,32.76608931129122,-96.76714160461498,Entire home/apt,182,2,85,2024-08-16,5.36,1,35,63,
873124175874108860,Chic BoHo Studio in Bishop Arts,483907295,Khang,,District 1,32.74809607420776,-96.85055632489761,Entire home/apt,100,1,68,2024-08-06,4.22,5,350,50,
873202824170357197,"Relaxing gaming pad 
No smoking, no parties",262004358,Allen,,District 6,32.78597071145393,-96.8810843104167,Entire home/apt,164,1,174,2024-08-12,11.23,1,314,130,
873289836092876448,City Serenity- two bedroom condo,52127894,Andre,,District 12,33.002605900021315,-96.80356930471483,Entire home/apt,115,5,6,2024-04-10,0.50,13,357,6,
873411859556434019,Rooftop View|Close to Downtown|BBQ|Dallas Townhome,7834395,Jody,,District 14,32.79575215616962,-96.78389579879159,Entire home/apt,180,28,1,2024-04-29,0.27,1,222,1,
874126994980188632,"Downtown Dallas, 1 King Bed+ Walk to attractions",93185738,GracefullyMadeStays,,District 14,32.78074574149594,-96.79774114109127,Entire home/apt,114,2,30,2024-07-01,1.94,1,67,23,
874452703178179883,Chic Uptown Condo-UTSW Central for Busn Travel,385719508,Angela,,District 14,32.82158718717146,-96.81247179658233,Entire home/apt,101,3,20,2024-02-11,1.26,1,319,13,
875507439056892409,Large private queen bedroom,293495495,Emily,,District 6,32.9135,-96.86047,Private room,,31,2,2024-06-08,0.25,2,20,2,
875556240508378317,Convenient Location~ Cute 1 Bedroom Apt!,2498001,Noah,,District 4,32.72059,-96.8076,Entire home/apt,72,2,9,2024-05-07,0.61,6,131,6,
875626583827596492,Cute 1BR Dallas ~ Convenient Location,2498001,Noah,,District 4,32.7192032243516,-96.80638844573481,Entire home/apt,62,2,9,2024-07-29,0.67,6,132,7,
876063775929021944,"whole Apartment, Pool, SMU & North Park Mall W/D p",509474445,Avira,,District 13,32.875097535538025,-96.76079063491308,Entire home/apt,89,3,0,,,8,330,0,
876544172000085788,Downtown Dallas CozySuites w/ gym #6,372592509,CozySuites Dallas,,District 14,32.7830199,-96.80086539999999,Entire home/apt,82,2,15,2024-08-05,0.96,48,340,11,
876997097414858298,House of Blue - STR,62346093,Joyce,,District 10,32.88903,-96.73688,Entire home/apt,715,3,4,2023-07-03,0.26,1,112,0,
877644304578656052,Amazing Downtown Penthouse W/ Private Rooftop deck,509457331,Skyrun Dallas,,District 14,32.7837585,-96.8008146,Entire home/apt,160,1,28,2024-07-20,1.82,23,35,20,
877667458694872508,New 1 bedroom walk to Bishop Art,419519764,Lani,,District 1,32.75150108332372,-96.8348942313969,Entire home/apt,100,2,0,,,6,228,0,
878160618507982131,TCH - 4BR/2.5BA Home in Dallas - KC,33134383,David Alan,,District 12,33.00318728005356,-96.79830625674472,Entire home/apt,275,30,0,,,9,228,0,
878203495571610053,Luxury High Rise 2BR/2BA w/City & Pool Views,81125679,Cris,,District 2,32.7908236,-96.8090658,Entire home/apt,550,2,21,2024-07-02,1.41,1,21,15,
878267528726145926,Luxury Apartment in Victory Park,511458464,Wendell,,District 2,32.78996597744722,-96.80808293726511,Entire home/apt,271,2,26,2024-07-11,1.76,2,169,20,
878333744566580078,Brand New - Modern Townhome in Dallas,511458464,Wendell,,District 4,32.74414154475492,-96.78900166342432,Entire home/apt,300,2,16,2024-07-27,1.12,2,162,14,
879040836215046679,"Brand New - PRIME Location,  Huge Yard + HOT TUB",73407361,Mesh,,District 2,32.84175163956282,-96.83269347082835,Entire home/apt,359,2,12,2024-07-27,0.88,5,309,11,
879262777173673775,Cozy Home in Southeast Dallas,511614462,Chukwuka,,District 8,32.68555,-96.65058,Entire home/apt,190,30,4,2024-06-15,0.27,1,274,3,
880274386930726742,King Bed-Pool-Hot Tub-Gym-Uptown-Pet Friendly,512308849,Michael,,District 14,32.802180472979245,-96.79116218537436,Entire home/apt,400,1,10,2023-10-22,0.65,1,87,4,
880730508121627862,King Bed-Gym-Uptown-Pet Friendly,512404954,Ronald,,District 14,32.80085271685185,-96.79129437746597,Entire home/apt,,1,30,2024-05-19,1.92,1,0,23,
881450194735632818,"Posh, fresh, King Bed, Moo Town",303776351,Roger,,District 12,33.006993167780365,-96.82822635881362,Entire home/apt,97,1,45,2024-07-24,2.96,3,176,28,
881932211745042236,Condominium in Dallas/Richardson (Room 2),50845115,Sabrina,,District 10,32.922829288471476,-96.73549730788508,Private room,60,2,15,2024-04-29,1.00,1,364,8,
881946546245201548,"Chic Dallas Condo w/ Pool, Walk to Knox Street!",456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,108,2,1,2023-10-19,0.10,37,88,1,
881949085830797933,Stylish Knox Henderson Condo w/ Community Pool!,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,56,2,3,2024-02-29,0.22,37,118,2,
881949434696721821,Walkable Dallas Vacation Rental w/ Community Pool!,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,91,2,4,2024-04-06,0.27,37,131,1,
881959206000149237,Serene Dallas Condo w/ Pool - Walkable Location!,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,70,2,4,2023-07-25,0.28,37,131,0,
881964622388561333,Contemporary Dallas Condo w/ Pool Access!,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,96,2,6,2024-04-09,0.42,37,135,3,
881972103997776765,Renovated Modern Condo w/ Yard + Private Entry,412563813,Nick,,District 2,32.807506085334,-96.81398328282538,Entire home/apt,79,30,4,2024-07-13,0.27,2,356,2,
882106938168144480,Room and exercise equipment,509333891,Julio C,,District 6,32.7905355637103,-96.8793912503916,Private room,80,3,0,,,1,87,0,
882118835912162492,Cozy home Historic Dallas/Airport/Downtown Close!,236678127,Bret,,District 6,32.7918,-96.87478,Entire home/apt,151,1,41,2023-12-27,2.75,2,0,24,
882397872267956445,Group Buyout | 2 Townhouses | Coworking Space,270320740,Michael,,District 2,32.80798098289162,-96.82215626397426,Entire home/apt,595,3,7,2024-04-26,0.55,5,53,6,
882494914266549899,Central & Stylish: Your Downtown Condo Retreat,512790360,Mona,,District 14,32.78188073593192,-96.79697409212172,Entire home/apt,125,1,78,2024-08-15,5.33,2,241,69,
882558117694024870,The Ellsworth House @ Greenville,177651292,Allen,,District 14,32.833793084231395,-96.77287577769432,Entire home/apt,327,3,31,2024-08-02,2.18,1,323,21,
882561439771304771,Queens Hotel,228982253,Mallory,,District 2,32.81008513750036,-96.77423162825889,Entire home/apt,80,1,105,2024-08-11,6.72,3,338,76,
882622099116351987,Heart of North Park,512233223,Robert,,District 10,32.87727016836182,-96.73322215116157,Entire home/apt,97,2,13,2023-10-29,0.89,1,64,10,
882673736002166893,Bamboo&Linen | Kessler retreat,460622914,Alexandra,,District 1,32.758,-96.82719,Entire home/apt,122,1,125,2024-08-03,8.28,3,116,105,
882706909564735056,Spacious Downtown Dallas Home! Walkable + Rooftop!,243993091,Noemi,,District 2,32.78053357756028,-96.79006878489406,Entire home/apt,198,1,72,2024-08-12,4.75,35,351,59,
882765730757339326,"Bold, Spacious, Oak Lawn Apt - Med District, UTSW",9124824,Kevin,,District 2,32.81370573054127,-96.81577333215854,Entire home/apt,44,30,5,2024-08-06,0.40,15,343,4,
883258632122287911,Dallas Condo w/ Pool Access - Walk to Knox Street!,456475914,Evolve,,District 14,32.82636,-96.7854,Entire home/apt,62,2,4,2024-04-11,0.32,37,135,3,
883333324080800287,Cozy home in the heart of Dallas - Lakewood,19006818,Rachael,,District 9,32.8406222,-96.744158,Entire home/apt,250,1,4,2024-04-21,0.27,1,12,3,
883336978072948341,Bright & Quiet 2 BR Home in Oak Cliff,31628738,Sally,,District 1,32.7381036229377,-96.83183738619203,Entire home/apt,106,2,37,2024-05-19,2.46,13,334,30,
883531811236981157,Adorable Uptown Condo | Ideal for long stays!,513037229,Kiera,,District 2,32.819490894385055,-96.8310689438616,Entire home/apt,90,30,11,2024-08-09,0.75,1,255,9,
883629292089909393,Queen Suite Near Downtown Free Parking/Netflix,506649012,Legends Property Solutions,,District 2,32.79461,-96.77579,Entire home/apt,70,1,30,2024-07-28,1.98,2,228,22,
883705019760996273,Moda Lux 1BR near American Airlines Center - A,483533116,Paul,,District 6,32.792078908137924,-96.81607580311733,Entire home/apt,110,1,51,2024-08-12,3.35,38,360,41,
883717666391932261,"Pet Friendly, comfy 2 BR in Bishop Arts!",10409068,Joshua,,District 1,32.739693165105535,-96.86956860161901,Entire home/apt,101,2,25,2024-08-01,1.60,3,165,20,
884119427336597551,Group Buyout | 4 Townhouses | Close to Everything,270320740,Michael,,District 2,32.80795,-96.82328,Entire home/apt,2405,3,0,,,5,45,0,
884156926894100381,Elegant Studio | Bishop Arts | No Cleaning Fee - C,483533116,Paul,,District 1,32.74976226061338,-96.84961667666083,Entire home/apt,109,1,40,2024-07-28,2.59,38,365,36,
884166331450478698,Trinity Luxe: 3BR Downtown Gem,199976747,Kevin,,District 6,32.776294074978885,-96.83833950899407,Entire home/apt,196,3,26,2024-07-22,1.77,1,164,19,
884180626215005309,warm minimalist cozy townhouse.,67175658,Martina,,District 11,32.93618290837158,-96.8165931356047,Entire home/apt,450,30,0,,,1,364,0,
884320062054043615,Chic Modern Condo in N. Dallas,198075874,Asaf,,District 11,32.935953661178885,-96.75828600261394,Entire home/apt,146,2,1,2024-04-08,0.23,1,89,1,
884845210782029596,Luxury Living - Uptown Dallas - Sleeps 8!,69104106,Elena,,District 2,32.81766163262633,-96.78149413372704,Entire home/apt,395,3,23,2024-05-05,1.64,1,326,19,
885343529841961831,Stylish 1BR FREEParking KING Bed W/D DartTrain 363,208211009,Ashleigh,,District 2,32.787205020192765,-96.78210149203919,Entire home/apt,72,1,40,2024-08-13,3.09,3,241,38,
885343671824219503,Parking| King-BaylorMed|Gym| Wi-Fi| W/D|-365,208211009,Ashleigh,,District 2,32.78637310253905,-96.78255890124106,Entire home/apt,77,1,36,2024-08-11,2.39,3,219,30,
885674338987413916,2BR Pool Open & Gym FreeParking-DART Train W/D-203,208211009,Ashleigh,,District 2,32.78569369230101,-96.78060896642657,Entire home/apt,108,1,39,2024-05-10,2.61,3,232,30,
885839724843624197,!Large Yard|Family&Group Friendly|10min>DT Dallas!,423333668,Gianpaul,,District 6,32.78340756940714,-96.87960167298235,Entire home/apt,276,28,30,2024-07-06,2.01,1,180,20,
886480937451045500,Citizen Nomad: a Desert Retreat in the city,6108970,Citizen Nomad,,District 2,32.870199409650645,-96.85478734654708,Entire home/apt,145,2,26,2024-08-11,1.86,7,54,24,
886507727174270783,Spacious Dallas Retreat!,53973249,Brandon,,District 7,32.75882850624326,-96.77858565654944,Entire home/apt,174,1,13,2024-06-16,0.88,1,88,10,
886978632758641598,Hello Gorgeous Flat near Downtown!,57933646,Vera,,District 2,32.79581159889183,-96.76953505116137,Entire home/apt,68,1,84,2024-08-10,5.41,18,215,69,
887011405293490436,La casa de los Abuelos,191464070,Saturnino,,District 4,32.71947972600256,-96.81599669158459,Entire home/apt,77,1,168,2024-08-14,10.91,1,278,137,
887609230510466171,Urban Oasis in Dallas (2-Bedroom),410141,Andrew,,District 14,32.8484207,-96.7663098,Entire home/apt,99,28,22,2024-04-16,1.77,1,84,21,
887714473019917476,Unique Lux Condo w/resort pool,23916014,Braden,,District 14,32.81011420590662,-96.75641426255704,Entire home/apt,123,5,2,2023-09-24,0.16,82,316,1,
887902893563759366,Modern Town Home-Downtown View no.1,513670757,Charaka,,District 1,32.751575270560984,-96.80995891322112,Entire home/apt,112,1,44,2024-08-06,3.00,10,123,40,
887908379463418256,Downtown Dallas - Downtown Views no.2,513670757,Charaka,,District 1,32.75195,-96.81174,Entire home/apt,162,1,32,2024-07-22,2.29,10,135,28,
888011876114735564,Uptown Dallas French Chateau,161628083,Darya,,District 14,32.79797980012968,-96.79655117565945,Entire home/apt,636,2,22,2024-06-23,1.96,1,339,22,
888327083079778654,flowingcreek,514094690,Krishna,,District 10,32.9037571,-96.74860729999999,Entire home/apt,189,2,0,,,2,330,0,
889237328027786142,Discounts!Lovely Apt/5mins from Big Tex/Free Pkg,464462248,Let Them Stay Rentals,,District 2,32.7971,-96.77586,Entire home/apt,82,1,35,2024-07-27,2.29,13,362,28,
889294259963450341,North Dallas location: Near everything,514326653,Gloria,,District 11,32.93849389317285,-96.75504807321174,Private room,,1,15,2024-03-24,1.09,2,0,12,
889355936757166373,Stylish Modern Downtown Rooftop no.3,513670757,Charaka,,District 1,32.75294667032876,-96.81182296614391,Entire home/apt,154,1,12,2024-07-12,0.84,10,130,9,
889358844478831324,Downtown Townhome - Skyline no.4,513670757,Charaka,,District 1,32.75358,-96.80999,Entire home/apt,124,1,14,2024-06-29,0.98,10,129,13,
889362414125699514,Stunning Modern & Spacious no.10,513670757,Charaka,,District 1,32.75169,-96.81191,Entire home/apt,134,1,10,2024-06-11,0.68,10,135,7,
889364556252693143,2 King Master Suites With Office no.9,513670757,Charaka,,District 1,32.75350379927112,-96.81119584879664,Entire home/apt,137,1,17,2024-08-04,1.20,10,138,15,
889367553008849581,Downtown Skyline View no.8,513670757,Charaka,,District 1,32.753643974108975,-96.81162118001873,Entire home/apt,142,1,8,2024-05-31,0.57,10,136,6,
889370050048194341,Clean & Modern - Rooftop Deck no.7,513670757,Charaka,,District 1,32.753650371359086,-96.81113657513968,Entire home/apt,138,1,1,2024-02-16,0.16,10,137,1,
889372201412136147,Downtown Skyline View no.6,513670757,Charaka,,District 1,32.75171678326699,-96.81185907920214,Entire home/apt,125,1,32,2024-07-14,2.18,10,115,27,
889374715851876121,Stunning Modern & Spacious no.5,513670757,Charaka,,District 1,32.75171548527015,-96.81027978812229,Entire home/apt,124,1,4,2024-06-02,0.27,10,134,2,
889693021497391310,Opulence is a way of life,160107880,Jazmin,,District 14,32.79089,-96.80767,Entire home/apt,233,1,10,2024-06-19,0.66,1,241,8,
889847430483807792,Comfortable Craftsman,513267579,Backbone,,District 1,32.74428,-96.8665,Entire home/apt,80,2,55,2024-08-02,3.63,1,313,41,
890098119679492572,Teal Loft | City View+King Bed+Gym+Free Parking,194305806,Avalux,,District 2,32.78684801139082,-96.7824598790933,Entire home/apt,104,1,56,2024-08-03,3.63,2,147,41,
890186806516291123,Fully Renovated Home | Covered Parking |Fast Wi-Fi,216285444,Sony,,District 11,32.930417,-96.7677452,Entire home/apt,199,7,7,2024-03-31,0.65,1,180,7,
890545437130641366,FaithHopeLove,514094690,Krishna,,District 14,32.81618,-96.78514,Shared room,153,1,0,,,2,364,0,
890809774656889406,D2 - Book Entire Home wFull Downtown Amazing View,435498255,Leslie,,District 2,32.80209,-96.78386,Shared room,358,1,1,2023-05-27,0.07,19,365,0,
890823170402833737,"New luxury, Modern Dallas Home",504607404,Michael,,District 3,32.67704293207638,-96.7939363645764,Entire home/apt,184,2,32,2024-08-04,2.20,1,144,29,
891490884050008768,Dream Home NOT Townhome - East Dallas No. 4601,429952199,Kayli,,District 2,32.7953,-96.771,Entire home/apt,241,1,50,2024-08-14,3.25,39,117,45,
891533365370849295,Darling Dallas Home,136981335,Erica,,District 6,32.79088,-96.8869,Entire home/apt,108,1,53,2024-08-12,3.61,1,303,45,
891592857681238422,Charming Room with Private Entrance in Dallas,37853441,Azar,,District 2,32.79450431071974,-96.77562664860787,Private room,45,3,18,2024-05-03,1.20,15,81,15,
892082647447108954,"Prime Location! Onsite Pool, Parking!",501999514,RoomPicks,,District 2,32.81543976324585,-96.86566827906141,Entire home/apt,999,1,0,,,59,365,0,
892083710785569409,Luxury Oasis Rooftop Townhouse w/ 2 King Bedrooms,447637146,Nyeshia,,District 2,32.76961,-96.79104,Entire home/apt,,1,18,2024-02-18,1.22,2,0,12,
892107408365629111,Near Downtown Dallas - The Dapper Charm,10901678,Vera,,District 2,32.79794,-96.76778,Entire home/apt,84,1,95,2024-08-07,6.24,24,277,70,
892149770638344433,Luxury Katy trail living,514917716,Michaela,,District 14,32.8211364,-96.78954440000001,Entire home/apt,171,14,0,,,1,89,0,
892223779315204951,The Heart of Dallas Adventures!,514933876,Joy,,District 2,32.79527201226654,-96.7741966720217,Entire home/apt,89,3,11,2023-10-22,0.74,6,228,6,
892749262114295117,"Dream Home - Lakewood, Greenville Ave No. 5800",429952199,Kayli,,District 14,32.82052037425403,-96.76862970645278,Entire home/apt,271,2,14,2024-07-12,0.98,39,362,9,
892766075085606549,"Vintage 2BR, Oak Lawn, UTSW D7",9124824,Kevin,,District 2,32.81155,-96.81634,Entire home/apt,37,30,3,2024-07-26,0.33,15,364,3,
892882014032870151,"""A Home 4 All"" | Lots of Goodies | Free Parking",510708913,SH Global Services,,District 2,32.79722380044945,-96.77512140437268,Entire home/apt,73,1,37,2024-07-28,2.50,1,106,28,
893488737578632480,Bishop Arts/Winnetka Heights Gem,509923141,Lelan,,District 1,32.7353033,-96.8405123,Entire home/apt,69,1,35,2024-08-03,2.31,1,141,27,
893730892033383747,"Spacious, Comfortable & Convenient to Everything",9892104,Robert,,District 13,32.8665565,-96.7969759,Entire home/apt,285,5,0,,,1,350,0,
893806830721887763,Gated Community*Stylish&Updated GEM*Fast Wifi,60291103,Rivers Retreats Properties,,District 11,32.9355984,-96.8062009,Entire home/apt,93,30,4,2024-03-03,0.29,4,227,2,
894048953620471599,Japanese Zen 1BR | Bishop Arts No Cleaning Fee - D,483533116,Paul,,District 1,32.75015946371479,-96.84931679524573,Entire home/apt,118,1,44,2024-08-13,2.95,38,363,36,
894480585459506178,"Cozy, quiet, and safe 1bdr/1bth",515453237,Chante,,District 2,32.803169635752994,-96.73291013386832,Private room,56,2,23,2024-07-11,1.79,1,78,21,
